overall_qual,overall_cond,year_remod/add,exter_qual,exter_cond,kitchen_qual,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,wood_deck_sf,pool_area,misc_val,heating_qc,bsmt_cond,bsmtfin_sf_1,total_bsmt_sf,bsmt_full_bath,bsmt_half_bath,fireplace_qu,garage_qual,garage_cond,saleprice,house_style,heating,central_air,electrical,paved_drive,garage_finish,fence,bsmtfin_type_1
9,5,2004,4,3,5,2,0,2,1,6,1,206,0,0,5,3.0,1567.0,1792.0,1.0,0.0,4.0,3.0,3.0,374000,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
8,5,2002,4,3,4,2,1,4,1,10,1,0,0,0,5,3.0,1075.0,1479.0,1.0,0.0,3.0,3.0,3.0,421250,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
6,5,1993,3,3,3,2,1,3,1,7,1,342,0,0,4,3.0,0.0,808.0,0.0,0.0,3.0,3.0,3.0,178000,story_2,GasA,Y,SBrkr,Y,RFn,MnPrv,Unf
4,5,1972,3,3,3,2,0,3,1,6,0,0,0,0,3,3.0,920.0,1138.0,1.0,0.0,,3.0,3.0,137500,split_foyer,GasA,Y,SBrkr,Y,RFn,MnPrv,BLQ
8,5,1994,4,3,4,2,0,2,1,7,1,262,0,0,5,3.0,1314.0,1986.0,1.0,0.0,3.0,3.0,3.0,301500,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
6,6,1950,3,3,3,1,1,3,1,6,1,329,0,0,4,3.0,0.0,583.0,0.0,0.0,4.0,2.0,3.0,105000,story_2,GasA,Y,FuseF,Y,Unf,no_fence,Unf
6,7,2004,3,3,4,1,0,2,1,4,1,94,0,0,3,3.0,760.0,976.0,1.0,0.0,2.0,3.0,3.0,157500,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,ALQ
5,3,1950,3,3,3,1,0,2,1,6,0,0,0,0,3,3.0,0.0,969.0,0.0,0.0,,3.0,3.0,117000,story_1_half_fin,GasA,N,FuseA,N,Unf,MnPrv,Unf
5,6,1962,3,3,3,1,0,3,1,5,0,0,0,0,4,3.0,468.0,864.0,0.0,1.0,,3.0,3.0,105000,story_1,GasA,Y,SBrkr,Y,Unf,GdWo,BLQ
6,5,1950,3,3,3,1,0,3,1,6,0,0,0,0,5,3.0,0.0,1064.0,0.0,0.0,,3.0,3.0,115000,story_1_half_fin,GasA,Y,FuseA,Y,Unf,no_fence,Unf
9,5,2008,5,3,5,2,0,3,1,7,1,319,0,0,5,3.0,0.0,1736.0,0.0,0.0,4.0,3.0,3.0,360000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
5,5,1979,3,3,3,2,0,4,2,8,0,0,0,0,3,,0.0,0.0,0.0,0.0,,3.0,3.0,118858,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,no_basement
6,8,2000,3,3,4,1,1,4,1,7,0,0,0,0,4,3.0,400.0,800.0,0.0,1.0,,3.0,3.0,173000,story_2,GasA,Y,SBrkr,Y,Unf,no_fence,GLQ
3,5,1998,3,3,3,1,1,1,1,4,0,0,0,0,3,3.0,0.0,630.0,0.0,0.0,,3.0,3.0,78500,story_1,GasA,Y,FuseA,Y,Unf,no_fence,Unf
7,5,2004,4,3,4,2,1,3,1,7,1,100,0,0,5,3.0,0.0,840.0,0.0,0.0,4.0,3.0,3.0,183500,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
4,4,1953,2,3,3,1,0,2,1,4,0,0,0,0,3,3.0,0.0,936.0,0.0,0.0,,3.0,3.0,93000,story_1,GasA,N,SBrkr,Y,Unf,no_fence,Unf
8,5,2003,4,3,4,2,0,2,1,7,1,143,0,0,5,3.0,1084.0,1406.0,1.0,0.0,3.0,3.0,3.0,226500,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
6,7,1994,4,3,3,2,1,3,1,7,1,0,0,0,4,3.0,0.0,799.0,0.0,0.0,3.0,3.0,3.0,178000,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
7,5,2003,4,3,4,2,0,3,1,7,0,144,0,0,5,3.0,1013.0,1453.0,1.0,0.0,,3.0,3.0,226000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
5,7,1969,4,5,3,1,1,4,1,7,1,0,0,0,5,3.0,496.0,784.0,0.0,0.0,3.0,3.0,3.0,173000,story_2,GasA,Y,SBrkr,Y,RFn,MnPrv,BLQ
5,5,1965,3,3,3,1,0,3,1,5,1,0,0,0,4,3.0,553.0,864.0,0.0,0.0,1.0,3.0,3.0,62383,story_1,GasA,Y,SBrkr,Y,Unf,GdWo,Rec
9,5,2008,5,3,5,2,1,3,1,11,1,126,0,0,5,3.0,1330.0,1452.0,1.0,0.0,4.0,3.0,3.0,446261,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
7,8,1997,3,3,4,1,0,3,1,6,2,530,0,0,5,3.0,424.0,624.0,1.0,0.0,4.0,3.0,3.0,160000,story_2,GasA,Y,SBrkr,Y,Unf,MnPrv,ALQ
7,5,2004,4,3,4,2,0,2,1,7,1,143,0,0,5,3.0,1087.0,1393.0,1.0,0.0,3.0,3.0,3.0,219990,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
7,5,2000,4,3,4,2,0,3,1,6,0,120,0,0,5,3.0,0.0,1468.0,0.0,0.0,,3.0,3.0,191000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
5,7,1994,3,4,3,1,0,1,1,6,1,0,0,0,3,3.0,317.0,756.0,1.0,0.0,4.0,2.0,3.0,136500,story_1,GasA,N,FuseA,Y,Unf,no_fence,LwQ
4,5,1994,3,3,4,1,0,3,1,5,0,0,0,0,3,,0.0,0.0,0.0,0.0,,3.0,3.0,80000,story_1,GasA,N,SBrkr,N,Unf,no_fence,no_basement
7,5,1988,4,4,4,2,1,4,1,9,0,0,0,0,4,4.0,1002.0,1204.0,0.0,0.0,,3.0,3.0,229000,story_1_half_fin,GasA,Y,SBrkr,Y,Unf,no_fence,GLQ
7,5,1994,4,3,4,2,1,3,1,8,1,156,0,0,5,3.0,750.0,1050.0,1.0,0.0,3.0,3.0,3.0,236000,story_2,GasA,Y,SBrkr,Y,Fin,GdPrv,GLQ
10,5,2007,5,3,5,2,0,3,1,8,1,160,0,0,5,3.0,0.0,1824.0,0.0,0.0,4.0,3.0,3.0,392000,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
6,5,1950,3,3,3,2,0,4,1,8,0,0,0,0,2,2.0,522.0,720.0,1.0,0.0,,3.0,3.0,149000,story_2,GasA,Y,SBrkr,Y,Unf,MnPrv,BLQ
10,5,1999,5,3,5,2,1,2,1,7,1,0,0,0,5,3.0,128.0,970.0,1.0,0.0,3.0,3.0,3.0,345000,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,BLQ
5,8,2005,4,4,3,2,0,5,1,8,0,0,0,0,5,3.0,0.0,716.0,0.0,0.0,,3.0,3.0,169000,story_2,GasA,Y,FuseA,Y,Unf,no_fence,Unf
4,5,1950,3,3,3,1,0,2,1,4,0,0,0,0,3,3.0,0.0,484.0,0.0,0.0,,3.0,3.0,109900,story_1,GasA,N,SBrkr,N,Unf,no_fence,Unf
7,5,1994,3,3,3,2,1,3,1,9,1,190,0,0,5,3.0,758.0,996.0,0.0,0.0,3.0,3.0,3.0,188000,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,LwQ
6,6,1950,3,2,3,1,0,4,1,6,1,45,0,0,5,3.0,0.0,780.0,0.0,0.0,4.0,3.0,3.0,132500,story_1_half_fin,GasA,Y,FuseF,Y,Unf,no_fence,Unf
5,7,1994,3,4,3,1,0,3,1,5,0,66,0,0,5,3.0,755.0,990.0,1.0,0.0,,3.0,3.0,143000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,ALQ
5,6,1951,3,3,3,1,0,4,1,7,0,0,0,0,5,3.0,557.0,1342.0,1.0,0.0,,3.0,3.0,125000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,ALQ
9,5,2005,5,3,5,2,0,2,1,7,1,354,0,0,5,3.0,1505.0,1868.0,1.0,0.0,4.0,3.0,3.0,415000,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
4,7,1950,3,3,3,1,0,3,1,6,0,0,0,0,4,3.0,0.0,622.0,0.0,0.0,,3.0,3.0,125500,story_2,GasA,Y,SBrkr,Y,Unf,no_fence,Unf
6,6,1988,3,3,3,2,0,3,1,6,1,289,0,0,4,3.0,620.0,1240.0,1.0,0.0,4.0,3.0,3.0,139000,story_1,GasA,Y,SBrkr,Y,RFn,MnPrv,Rec
10,5,2008,5,3,5,2,1,3,1,10,1,382,0,0,5,3.0,1338.0,1722.0,1.0,0.0,4.0,3.0,3.0,451950,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
5,5,1959,3,3,3,2,0,6,2,10,0,0,0,0,3,3.0,0.0,1678.0,0.0,0.0,,,,119900,story_1,GasA,Y,SBrkr,Y,no_garage,no_fence,Unf
8,5,2002,4,3,4,2,0,2,1,6,0,192,0,0,5,3.0,1005.0,1267.0,1.0,0.0,,3.0,3.0,220000,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
6,6,1971,3,3,3,2,0,3,1,7,1,0,0,0,3,3.0,838.0,1587.0,0.0,0.0,4.0,3.0,3.0,167300,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,BLQ
5,6,1950,3,3,3,1,0,3,1,6,2,84,0,0,5,3.0,626.0,720.0,0.0,0.0,4.0,3.0,3.0,122000,story_1_half_fin,GasA,Y,SBrkr,Y,Unf,no_fence,Rec
5,5,1963,3,3,3,2,0,6,2,10,0,0,0,0,3,3.0,1332.0,1728.0,1.0,0.0,,3.0,3.0,125000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,Rec
5,6,1957,3,3,3,1,0,3,1,5,0,0,0,0,4,3.0,308.0,928.0,0.0,0.0,,3.0,3.0,112500,story_1,GasA,Y,FuseA,Y,Fin,no_fence,Rec
7,5,2006,4,3,4,2,1,3,1,7,0,164,0,0,5,3.0,0.0,879.0,0.0,0.0,,3.0,3.0,191000,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
6,7,1958,3,4,3,1,0,3,1,5,0,0,0,0,4,3.0,570.0,1080.0,0.0,0.0,,3.0,3.0,136000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,BLQ
7,5,1998,3,3,4,2,1,3,1,6,0,198,0,0,5,3.0,0.0,866.0,0.0,0.0,,3.0,3.0,197900,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
6,8,2003,3,4,4,1,0,2,1,5,0,394,0,0,4,2.0,0.0,485.0,0.0,0.0,,2.0,3.0,117000,story_1_half_fin,GasA,Y,SBrkr,Y,Unf,no_fence,Unf
7,5,2006,4,3,4,2,0,2,1,6,0,105,0,0,5,3.0,684.0,1199.0,1.0,0.0,,3.0,3.0,194000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
9,5,2001,4,3,4,1,1,1,1,5,1,277,0,0,5,3.0,1004.0,1310.0,1.0,0.0,3.0,3.0,3.0,285000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
5,7,1999,3,4,3,2,0,4,2,6,0,140,0,0,4,3.0,351.0,644.0,1.0,0.0,,,,127500,story_1_half_fin,GasA,Y,SBrkr,Y,no_garage,no_fence,ALQ
7,5,2000,4,3,4,2,1,4,1,9,1,0,0,0,5,3.0,728.0,1095.0,1.0,0.0,3.0,3.0,3.0,268000,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
4,8,1950,3,3,3,2,1,4,1,7,0,0,0,0,5,3.0,0.0,1075.0,0.0,0.0,,3.0,3.0,137000,story_2,GasA,Y,SBrkr,N,Unf,MnPrv,Unf
7,7,1967,3,3,4,2,0,4,1,8,1,0,0,1000,5,3.0,603.0,1620.0,0.0,0.0,4.0,3.0,3.0,215000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,ALQ
5,5,1955,3,3,3,1,0,3,1,5,0,0,0,0,3,3.0,288.0,1216.0,1.0,0.0,,3.0,3.0,129500,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,Rec
5,4,1950,3,3,3,1,0,3,1,7,0,200,0,0,4,3.0,0.0,896.0,0.0,0.0,,2.0,3.0,115000,story_1_half_fin,GasA,Y,FuseA,Y,Unf,no_fence,Unf
5,8,1950,3,4,3,1,0,3,1,5,0,84,0,0,3,3.0,0.0,747.0,0.0,0.0,,2.0,3.0,114000,story_1_half_fin,GasA,Y,SBrkr,N,Unf,no_fence,Unf
4,4,1966,3,3,3,1,0,2,1,5,0,0,0,0,3,3.0,1056.0,1056.0,1.0,0.0,,3.0,3.0,107000,story_1,GasA,Y,SBrkr,Y,Unf,MnPrv,Rec
5,5,1950,3,3,3,1,0,2,1,6,0,158,0,0,3,3.0,442.0,832.0,0.0,0.0,,3.0,3.0,118500,story_1_half_fin,GasA,Y,SBrkr,Y,Unf,no_fence,Rec
6,7,1950,3,3,3,1,0,3,1,5,1,0,0,0,3,3.0,0.0,862.0,0.0,0.0,4.0,3.0,3.0,120000,story_1_half_fin,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
8,5,2005,4,3,4,2,0,3,1,7,0,146,0,0,5,3.0,769.0,1538.0,1.0,0.0,,3.0,3.0,260000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
5,5,1959,3,3,3,1,0,3,1,6,0,0,0,0,3,3.0,856.0,1143.0,1.0,0.0,,3.0,3.0,136000,story_1,GasA,Y,SBrkr,Y,RFn,GdPrv,BLQ
4,5,1971,3,3,3,1,0,3,1,5,0,0,0,0,3,3.0,0.0,858.0,0.0,0.0,,3.0,3.0,123000,story_1,GasA,Y,SBrkr,Y,Unf,GdWo,Unf
6,7,1950,3,2,2,1,0,3,1,6,0,0,0,0,3,3.0,0.0,319.0,0.0,0.0,,,,89500,story_1_half_fin,GasA,Y,FuseA,N,no_garage,MnPrv,Unf
6,5,2005,4,3,4,2,0,3,1,6,0,36,0,0,5,3.0,0.0,1324.0,0.0,0.0,,3.0,3.0,199500,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
5,7,1966,3,3,3,1,0,3,1,6,0,0,0,0,3,3.0,0.0,876.0,0.0,0.0,,3.0,3.0,109900,story_1,GasA,Y,SBrkr,Y,Unf,MnPrv,Unf
7,9,2004,4,3,4,1,1,3,1,9,2,0,0,0,5,3.0,0.0,1276.0,0.0,0.0,4.0,3.0,3.0,234000,story_2,GasA,Y,SBrkr,Y,Unf,MnPrv,Unf
6,5,2004,4,3,4,1,0,1,1,3,1,140,0,0,5,3.0,662.0,848.0,1.0,0.0,4.0,3.0,3.0,155900,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
4,5,1989,3,3,3,1,0,5,1,8,2,120,0,0,5,3.0,0.0,1104.0,1.0,0.0,3.0,3.0,3.0,161500,story_1_half_fin,GasA,Y,FuseA,Y,Unf,no_fence,Unf
6,6,1958,3,3,4,1,0,3,1,7,1,0,0,0,4,3.0,111.0,819.0,0.0,1.0,4.0,3.0,3.0,137500,split_level,GasA,Y,FuseA,Y,RFn,no_fence,GLQ
5,3,1950,3,2,2,2,0,4,2,12,0,0,0,0,2,3.0,0.0,840.0,0.0,0.0,,,,76500,story_2,Grav,N,FuseF,N,no_garage,no_fence,Unf
6,5,1989,4,3,3,2,1,4,1,8,1,0,0,0,3,3.0,831.0,1151.0,0.0,1.0,3.0,3.0,3.0,211000,story_2,GasA,Y,SBrkr,Y,Unf,no_fence,GLQ
6,5,1999,4,3,4,2,0,2,1,5,0,144,0,0,5,3.0,266.0,1405.0,1.0,0.0,,3.0,3.0,181000,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
6,7,1966,3,3,3,1,1,3,1,6,0,0,0,0,3,3.0,312.0,1127.0,1.0,0.0,,4.0,4.0,174900,split_level,GasA,Y,SBrkr,Y,RFn,GdPrv,Rec
5,6,1966,3,3,3,1,0,3,1,6,2,160,0,0,5,3.0,328.0,1164.0,1.0,0.0,2.0,3.0,3.0,164500,split_level,GasA,Y,SBrkr,Y,RFn,no_fence,LwQ
7,5,2004,4,3,4,2,0,3,1,7,0,0,0,0,5,3.0,2.0,1517.0,0.0,0.0,,3.0,3.0,214000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
7,6,1988,3,3,3,2,1,3,1,7,1,28,0,0,3,3.0,0.0,738.0,0.0,0.0,3.0,3.0,3.0,185000,story_2,GasA,Y,SBrkr,Y,Unf,no_fence,Unf
4,7,1950,3,3,3,1,0,2,1,6,0,0,0,0,5,3.0,80.0,704.0,0.0,1.0,,3.0,3.0,123000,story_1_half_fin,GasA,Y,SBrkr,Y,Unf,no_fence,BLQ
6,6,1979,3,3,4,2,0,2,1,5,1,84,0,0,3,3.0,1001.0,1001.0,1.0,0.0,1.0,3.0,3.0,183500,split_foyer,GasA,Y,SBrkr,Y,RFn,MnPrv,GLQ
8,5,2000,4,3,4,2,1,2,1,5,0,206,0,0,5,3.0,0.0,776.0,0.0,0.0,,3.0,3.0,174000,story_2,GasA,Y,SBrkr,Y,Unf,no_fence,Unf
5,5,1953,3,3,3,2,0,3,1,6,1,0,0,0,3,3.0,587.0,1073.0,0.0,0.0,3.0,3.0,3.0,130000,story_1,GasA,Y,SBrkr,P,Unf,no_fence,Rec
7,7,1990,3,3,5,1,1,3,1,6,1,0,0,0,5,4.0,16.0,728.0,0.0,1.0,4.0,2.0,3.0,178000,story_2,GasA,Y,SBrkr,Y,Unf,no_fence,LwQ
5,5,1998,3,3,3,2,1,3,1,6,1,212,0,0,4,3.0,791.0,928.0,0.0,0.0,3.0,3.0,3.0,189900,story_2,GasA,Y,SBrkr,Y,Fin,MnPrv,GLQ
6,5,2004,4,3,4,1,0,1,1,4,0,140,0,0,5,3.0,685.0,848.0,1.0,0.0,,3.0,3.0,144000,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
6,8,2007,4,4,3,1,0,2,1,5,0,0,0,0,5,3.0,538.0,816.0,0.0,0.0,,3.0,3.0,120500,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,ALQ
5,5,1995,3,3,3,1,1,3,1,6,0,392,0,0,5,3.0,0.0,1097.0,0.0,0.0,,3.0,3.0,145000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,Unf
8,5,2000,4,3,5,2,0,2,1,6,0,96,0,0,5,3.0,1196.0,1494.0,1.0,0.0,,3.0,3.0,251000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
4,5,1968,3,3,3,2,0,4,2,8,0,0,0,0,3,3.0,0.0,1768.0,0.0,0.0,,,,136500,story_1,GasA,N,SBrkr,Y,no_garage,no_fence,Unf
4,5,1955,3,3,3,2,0,2,2,6,0,0,0,0,3,,0.0,0.0,0.0,0.0,,,,82500,story_1,GasA,N,FuseF,N,no_garage,no_fence,no_basement
2,4,1950,2,2,3,1,0,1,1,4,0,119,0,0,3,,0.0,0.0,0.0,0.0,,3.0,3.0,57625,story_1,GasA,N,FuseA,N,Unf,no_fence,no_basement
7,5,2008,4,3,4,2,0,2,1,6,1,192,0,0,5,3.0,876.0,1350.0,1.0,0.0,4.0,3.0,3.0,212500,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
6,5,1998,3,3,3,2,0,2,1,5,0,0,0,0,5,3.0,897.0,1216.0,1.0,0.0,,3.0,3.0,164000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,GLQ
6,5,1957,3,3,4,2,0,4,1,6,0,0,0,0,4,3.0,0.0,967.0,0.0,0.0,,3.0,3.0,139000,story_1_half_fin,GasA,Y,SBrkr,Y,Unf,no_fence,Unf
7,5,2000,4,3,4,2,1,2,1,4,0,0,0,0,5,3.0,510.0,600.0,1.0,0.0,,3.0,3.0,160000,story_2,GasA,Y,SBrkr,Y,Unf,no_fence,BLQ
5,6,1993,3,3,3,1,0,2,1,5,1,100,0,0,3,3.0,718.0,828.0,1.0,0.0,2.0,3.0,3.0,149000,split_foyer,GasA,Y,SBrkr,Y,Unf,GdPrv,GLQ
5,6,1968,3,3,3,1,0,3,1,5,0,33,0,1000,3,3.0,510.0,864.0,1.0,0.0,,3.0,3.0,130000,story_1,GasA,Y,SBrkr,Y,RFn,GdWo,BLQ
7,6,1950,3,3,3,2,0,3,1,9,0,12,0,0,4,3.0,0.0,576.0,0.0,0.0,,3.0,3.0,140000,story_2,GasA,Y,SBrkr,Y,Unf,GdPrv,Unf
8,5,2009,4,3,4,2,0,3,1,8,1,0,0,0,5,3.0,0.0,1836.0,0.0,0.0,4.0,3.0,3.0,264500,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
5,5,1957,3,3,3,1,0,2,1,6,1,268,0,0,3,3.0,895.0,1092.0,1.0,0.0,3.0,3.0,3.0,141000,story_1,GasA,Y,FuseA,Y,Fin,MnWw,Rec
7,5,2007,4,3,4,1,1,1,1,4,0,0,0,0,5,3.0,1106.0,1241.0,1.0,0.0,,3.0,3.0,199900,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
6,5,1977,3,3,3,2,0,2,1,6,1,0,0,0,3,3.0,686.0,1350.0,0.0,1.0,3.0,3.0,3.0,167900,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,ALQ
6,6,1987,3,3,4,1,0,3,1,7,2,216,0,0,5,3.0,594.0,1144.0,0.0,1.0,4.0,3.0,3.0,181900,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,BLQ
8,5,2008,4,3,4,2,0,3,1,7,0,144,0,0,5,3.0,1078.0,1566.0,1.0,0.0,,3.0,3.0,262500,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
7,7,1992,3,4,4,1,2,4,1,8,2,321,0,0,5,3.0,432.0,908.0,0.0,0.0,3.0,3.0,3.0,230000,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
9,5,2000,4,3,4,2,0,2,1,5,1,97,0,0,5,3.0,1238.0,1698.0,1.0,0.0,3.0,3.0,3.0,328900,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
8,5,2005,4,3,4,2,0,3,1,7,0,168,0,0,5,3.0,119.0,1721.0,1.0,0.0,,3.0,3.0,232698,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
8,5,2008,4,3,4,2,0,2,1,5,0,168,0,0,5,3.0,872.0,1254.0,1.0,0.0,,3.0,3.0,221800,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
5,7,1973,3,3,4,1,1,2,1,6,0,0,0,0,4,3.0,336.0,576.0,1.0,0.0,,3.0,3.0,152400,story_1_half_fin,GasA,Y,SBrkr,N,Unf,MnPrv,ALQ
7,5,2001,4,3,4,2,0,3,1,6,1,74,0,0,5,3.0,0.0,1630.0,0.0,0.0,3.0,3.0,3.0,213000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,Unf
7,5,2005,4,3,4,2,1,3,1,7,0,100,0,0,5,3.0,0.0,784.0,0.0,0.0,,3.0,3.0,184900,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
5,5,1953,3,3,3,1,0,2,1,5,2,0,0,0,3,3.0,841.0,1165.0,1.0,0.0,4.0,3.0,3.0,157000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,BLQ
5,6,2002,3,3,3,1,0,2,1,6,1,161,0,0,4,3.0,612.0,864.0,0.0,0.0,3.0,3.0,3.0,144000,story_1,GasA,Y,SBrkr,Y,Unf,MnPrv,BLQ
6,5,1999,3,3,3,2,0,2,1,5,1,240,0,0,5,3.0,903.0,1259.0,1.0,0.0,3.0,3.0,3.0,192350,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
7,6,1966,3,3,3,2,0,3,1,6,1,0,0,0,5,3.0,654.0,1174.0,0.0,1.0,3.0,3.0,3.0,163500,story_1,GasA,Y,SBrkr,Y,RFn,MnPrv,BLQ
7,5,1990,3,3,4,2,1,4,1,10,1,192,0,0,5,3.0,1085.0,1475.0,1.0,0.0,5.0,3.0,3.0,262280,story_2,GasA,Y,SBrkr,Y,Unf,no_fence,GLQ
7,5,2003,4,3,4,2,0,3,1,7,0,192,0,0,5,3.0,810.0,1536.0,1.0,0.0,,3.0,3.0,214000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
6,7,2004,3,3,5,1,0,2,1,6,1,0,0,0,5,3.0,296.0,1073.0,0.0,0.0,4.0,3.0,3.0,230000,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,ALQ
7,5,2006,4,3,4,2,1,3,1,9,1,192,0,0,5,4.0,0.0,1063.0,0.0,0.0,4.0,3.0,3.0,280000,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
4,6,1980,3,3,3,1,0,3,1,6,0,0,0,0,4,3.0,967.0,1073.0,1.0,0.0,,3.0,3.0,140000,story_1,GasA,Y,FuseA,Y,Unf,no_fence,GLQ
6,5,1966,3,3,3,1,1,4,1,7,1,0,0,0,3,3.0,0.0,756.0,0.0,0.0,3.0,3.0,3.0,155000,story_2,GasA,Y,SBrkr,Y,Unf,no_fence,Unf
3,3,1950,2,2,2,1,0,2,1,5,0,0,0,0,2,2.0,0.0,1020.0,0.0,0.0,,,,64500,story_1_half_unfin,GasA,N,FuseP,N,no_garage,no_fence,Unf
6,7,1993,4,4,4,2,1,3,1,8,1,450,0,0,5,3.0,860.0,946.0,0.0,1.0,4.0,3.0,3.0,218000,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
5,7,1977,3,3,3,2,0,3,1,6,1,0,0,0,3,5.0,755.0,995.0,0.0,0.0,2.0,3.0,3.0,160000,split_level,GasA,Y,SBrkr,Y,Unf,MnPrv,ALQ
8,5,2007,4,3,4,2,0,3,1,6,0,0,0,0,5,3.0,24.0,1338.0,0.0,0.0,,3.0,3.0,208900,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
7,5,2007,4,3,4,2,0,2,1,5,0,0,0,0,5,3.0,0.0,689.0,0.0,0.0,,3.0,3.0,146000,story_2,GasA,Y,SBrkr,Y,Unf,no_fence,Unf
8,5,1996,4,3,5,1,1,1,1,4,2,120,0,0,5,3.0,786.0,1260.0,1.0,0.0,4.0,3.0,3.0,245500,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
6,7,1950,3,3,3,1,0,3,1,6,0,0,0,0,5,3.0,0.0,992.0,0.0,0.0,,2.0,3.0,113000,story_1_half_unfin,GasA,Y,SBrkr,Y,Unf,no_fence,Unf
8,5,2005,4,3,4,2,0,3,1,7,2,99,0,0,5,3.0,1531.0,1782.0,1.0,0.0,4.0,3.0,3.0,296000,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
9,5,2006,4,3,4,2,0,3,1,8,1,178,0,0,5,3.0,1249.0,1922.0,1.0,0.0,4.0,3.0,3.0,377426,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
10,5,2007,5,3,5,2,0,3,1,7,1,216,0,0,5,3.0,1172.0,1700.0,1.0,0.0,4.0,3.0,3.0,337500,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
10,5,2005,5,3,5,2,1,2,1,8,1,226,0,0,5,3.0,2146.0,2492.0,1.0,0.0,5.0,3.0,3.0,552000,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
4,7,1950,3,4,3,1,0,3,1,5,0,0,0,0,5,3.0,0.0,624.0,0.0,0.0,,3.0,1.0,97900,story_1_half_fin,GasA,Y,SBrkr,Y,Unf,no_fence,Unf
