house_style-split_level_VS_split_foyer,house_style-story_1_VS_split_level,house_style-story_1_half_unfin_VS_story_1,house_style-story_1_half_fin_VS_story_1_half_unfin,house_style-story_2_VS_story_1_half_fin,house_style-story_2_half_unfin_VS_story_2,house_style-story_2_half_fin_VS_story_2_half_unfin,heating-GasW_VS_GasA,heating-Grav_VS_GasW,heating-Wall_VS_Grav,heating-OthW_VS_Wall,central_air_VS_no_central_air,electrical-FuseA_VS_SBrkr,electrical-FuseF_VS_FuseA,electrical-FuseP_VS_FuseF,paved_drive-P_VS_N,paved_drive-Y_VS_P,garage_finish-Unf_VS_no_garage,garage_finish-RFn_VS_Unf,garage_finish-Fin_VS_RFn,fence-MnWw_VS_no_fence,fence-GdWo_VS_MnWw,fence-MnPrv_VS_GdWo,fence-GdPrv_VS_MnPrv,bsmtfin_type_1-Unf_VS_no_basement,bsmtfin_type_1-LwQ_VS_Unf,bsmtfin_type_1-Rec_VS_LwQ,bsmtfin_type_1-BLQ_VS_Rec,bsmtfin_type_1-ALQ_VS_BLQ,bsmtfin_type_1-GLQ_VS_ALQ,bsmt_cond-1_VS_no_basement,bsmt_cond-2_VS_1,bsmt_cond-3_VS_2,bsmt_cond-4_VS_3,bsmt_cond-5_VS_4,fireplace_qu-1_VS_no_fireplace,fireplace_qu-2_VS_1,fireplace_qu-3_VS_2,fireplace_qu-4_VS_3,fireplace_qu-5_VS_4,garage_qual-1_VS_no_garage,garage_qual-2_VS_1,garage_qual-3_VS_2,garage_qual-4_VS_3,garage_qual-5_VS_4,garage_cond-1_VS_no_garage,garage_cond-2_VS_1,garage_cond-3_VS_2,garage_cond-4_VS_3,garage_cond-5_VS_4,pool_VS_no_pool,overall_qual,overall_cond,year_remod/add,exter_qual,exter_cond,kitchen_qual,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,wood_deck_sf,heating_qc,bsmtfin_sf_1,total_bsmt_sf,bsmt_full_bath,bsmt_half_bath,saleprice
0.125,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,-0.8,-0.6,-0.4,-0.2,-0.5,-0.75,-0.5,-0.25,-0.6666666666666666,-0.3333333333333333,-0.75,-0.5,-0.25,-0.8,-0.6,-0.4,-0.2,0.14285714285714285,0.2857142857142857,-0.5714285714285714,-0.42857142857142855,-0.2857142857142857,-0.14285714285714285,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333334,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.5,0.6267343828139811,-0.5122380284276672,-0.4359813634784711,-0.693201392061831,-0.23295590797173565,-0.7797345262733117,0.7888779249404453,-0.7406387249274137,-1.0542675137317978,-0.19999167214421118,-1.5870012801404343,0.6573587270295246,-0.7504069635350986,-1.2023147494657618,-0.0015499410726873505,0.009740275898276168,-0.8231718845080025,3.7952221522651817,123000
0.125,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,-0.8,-0.6,-0.4,-0.2,-0.5,-0.75,-0.5,-0.25,-0.6666666666666666,-0.3333333333333333,0.25,-0.5,-0.25,-0.8,-0.6,-0.4,-0.2,-0.8571428571428571,-0.7142857142857143,-0.5714285714285714,-0.42857142857142855,-0.2857142857142857,-0.14285714285714285,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,0.16666666666666666,0.3333333333333333,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.5,-0.07721644605940212,-0.5122380284276672,0.6087948079176972,-0.693201392061831,-0.23295590797173565,0.7285435821126466,-1.0695100488763856,-0.7406387249274137,-1.0542675137317978,-0.19999167214421118,-0.27812760771629513,0.6573587270295246,1.753976413867139,0.8717674615345723,1.2953958227239197,0.5590128613510517,1.1410399009436043,-0.25075930319109224,173000
0.125,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,-0.8,-0.6,-0.4,-0.2,-0.5,-0.75,-0.5,-0.25,-0.6666666666666666,-0.3333333333333333,0.25,-0.5,-0.25,-0.8,-0.6,-0.4,-0.2,0.14285714285714285,-0.7142857142857143,-0.5714285714285714,-0.42857142857142855,-0.2857142857142857,-0.14285714285714285,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.5,-0.07721644605940212,2.2138873951153872,0.8937337637530158,-0.693201392061831,2.457949551724503,-0.7797345262733117,-1.0695100488763856,-0.7406387249274137,-1.0542675137317978,-0.19999167214421118,-0.9325644439283648,-0.9317141529360204,0.11429869771779119,-0.16527364396559469,-0.9948094608817087,-1.0066487390634837,-0.8231718845080025,-0.25075930319109224,105900
0.125,0.25,0.375,0.5,-0.375,-0.25,-0.125,-0.8,-0.6,-0.4,-0.2,-0.5,-0.75,-0.5,-0.25,-0.6666666666666666,-0.3333333333333333,0.25,-0.5,-0.25,0.2,0.4,0.6,-0.2,-0.8571428571428571,-0.7142857142857143,-0.5714285714285714,-0.42857142857142855,-0.2857142857142857,-0.14285714285714285,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.5,-1.4851181038061685,-0.5122380284276672,-0.5309610154235773,-0.693201392061831,-0.23295590797173565,-0.7797345262733117,-1.0695100488763856,-0.7406387249274137,-1.0542675137317978,-0.19999167214421118,-0.9325644439283648,-0.9317141529360204,0.2285051058077955,-1.2023147494657618,0.06010064981201053,-1.3869143751461743,1.1410399009436043,-0.25075930319109224,91000
0.125,0.25,-0.625,-0.5,-0.375,-0.25,-0.125,0.2,-0.6,-0.4,-0.2,0.5,-0.75,-0.5,-0.25,-0.6666666666666666,-0.3333333333333333,0.25,-0.5,-0.25,-0.8,-0.6,-0.4,-0.2,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.7142857142857143,-0.14285714285714285,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,0.16666666666666666,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.5,-0.7811672749327854,1.3051789206010358,0.9887134156981221,-0.693201392061831,-0.23295590797173565,-2.28801263465927,0.7888779249404453,-0.7406387249274137,0.19330283284372282,-0.19999167214421118,0.37630922849577453,0.6573587270295246,-0.7504069635350986,-2.239355854965929,-0.28240263288075546,0.03321346331078794,1.1410399009436043,-0.25075930319109224,158000
-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,-0.8,-0.6,-0.4,-0.2,-0.5,-0.75,-0.5,-0.25,-0.6666666666666666,-0.3333333333333333,-0.75,-0.5,-0.25,-0.8,-0.6,-0.4,-0.2,0.14285714285714285,-0.7142857142857143,-0.5714285714285714,-0.42857142857142855,-0.2857142857142857,-0.14285714285714285,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.5,0.6267343828139811,-0.5122380284276672,0.941223589725569,1.012946828351852,-0.23295590797173565,0.7285435821126466,0.7888779249404453,1.269666385589852,0.19330283284372282,-0.19999167214421118,0.37630922849577453,-0.9317141529360204,0.7750643445242448,0.8717674615345723,-0.9948094608817087,-0.4432922411632011,-0.8231718845080025,-0.25075930319109224,190000
0.125,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,-0.8,-0.6,-0.4,-0.2,-0.5,-0.75,-0.5,-0.25,-0.6666666666666666,-0.3333333333333333,0.25,0.5,-0.25,-0.8,-0.6,-0.4,-0.2,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.8571428571428571,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333334,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.5,1.3306852116873644,-0.5122380284276672,0.513815155972591,1.012946828351852,-0.23295590797173565,0.7285435821126466,-1.0695100488763856,1.269666385589852,-2.3018378603073186,-0.19999167214421118,-1.5870012801404343,0.6573587270295246,0.652700335856383,0.8717674615345723,0.2838694611712843,0.41582641813472987,1.1410399009436043,-0.25075930319109224,217500
0.125,0.25,-0.625,-0.5,-0.375,-0.25,-0.125,-0.8,-0.6,-0.4,-0.2,-0.5,0.25,0.5,-0.25,-0.6666666666666666,-0.3333333333333333,0.25,0.5,-0.25,-0.8,-0.6,-0.4,-0.2,0.14285714285714285,0.2857142857142857,-0.5714285714285714,-0.42857142857142855,-0.2857142857142857,-0.14285714285714285,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.5,-0.7811672749327854,-0.5122380284276672,-1.243308405011874,-0.693201392061831,-0.23295590797173565,-0.7797345262733117,0.7888779249404453,-0.7406387249274137,1.4408731794192435,-0.19999167214421118,0.37630922849577453,-0.9317141529360204,-0.7504069635350986,-0.16527364396559469,-0.24130223895762354,0.23038823757588686,-0.8231718845080025,-0.25075930319109224,165500
-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,-0.8,-0.6,-0.4,-0.2,-0.5,-0.75,-0.5,-0.25,-0.6666666666666666,-0.3333333333333333,0.25,-0.5,-0.25,-0.8,-0.6,-0.4,-0.2,0.14285714285714285,0.2857142857142857,0.42857142857142855,-0.42857142857142855,-0.2857142857142857,-0.14285714285714285,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,0.16666666666666666,0.3333333333333333,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.5,0.6267343828139811,1.3051789206010358,-1.6232270127922988,-0.693201392061831,-0.23295590797173565,-2.28801263465927,-1.0695100488763856,1.269666385589852,0.19330283284372282,-0.19999167214421118,0.37630922849577453,0.6573587270295246,-0.7504069635350986,0.8717674615345723,-0.36688677594497104,-0.8188632397633895,-0.8231718845080025,-0.25075930319109224,174500
0.125,0.25,0.375,0.5,-0.375,-0.25,-0.125,-0.8,-0.6,-0.4,-0.2,-0.5,0.25,0.5,-0.25,-0.6666666666666666,-0.3333333333333333,0.25,-0.5,-0.25,-0.8,-0.6,-0.4,-0.2,0.14285714285714285,-0.7142857142857143,-0.5714285714285714,-0.42857142857142855,-0.2857142857142857,-0.14285714285714285,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.5,-1.4851181038061685,0.3964704460866843,-1.4332677089020862,-0.693201392061831,-0.23295590797173565,-0.7797345262733117,-1.0695100488763856,-0.7406387249274137,0.19330283284372282,-0.19999167214421118,-0.27812760771629513,-0.9317141529360204,-0.7504069635350986,-0.16527364396559469,-0.9948094608817087,-1.4948910372437285,-0.8231718845080025,-0.25075930319109224,100000
0.125,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,-0.8,-0.6,-0.4,-0.2,-0.5,-0.75,-0.5,-0.25,-0.6666666666666666,-0.3333333333333333,0.25,-0.5,-0.25,-0.8,-0.6,-0.4,-0.2,0.14285714285714285,0.2857142857142857,-0.5714285714285714,-0.42857142857142855,-0.2857142857142857,-0.14285714285714285,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.5,-0.07721644605940212,0.3964704460866843,-1.243308405011874,-0.693201392061831,-0.23295590797173565,0.7285435821126466,-1.0695100488763856,1.269666385589852,0.19330283284372282,-0.19999167214421118,-0.27812760771629513,-0.9317141529360204,2.45553006356288,-1.2023147494657618,1.112727405287778,0.6482109735185965,-0.8231718845080025,-0.25075930319109224,172000
0.125,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,-0.8,-0.6,-0.4,-0.2,-0.5,-0.75,-0.5,-0.25,-0.6666666666666666,-0.3333333333333333,0.25,-0.5,-0.25,-0.8,-0.6,-0.4,-0.2,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.7142857142857143,-0.14285714285714285,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.5,-0.7811672749327854,0.3964704460866843,-0.4359813634784711,-0.693201392061831,-0.23295590797173565,-0.7797345262733117,-1.0695100488763856,-0.7406387249274137,0.19330283284372282,-0.19999167214421118,-0.9325644439283648,-0.9317141529360204,-0.7504069635350986,-1.2023147494657618,-0.24130223895762354,-0.4432922411632011,-0.8231718845080025,-0.25075930319109224,120000
0.125,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,-0.8,-0.6,-0.4,-0.2,-0.5,-0.75,-0.5,-0.25,0.3333333333333333,-0.3333333333333333,0.25,-0.5,-0.25,-0.8,-0.6,-0.4,-0.2,0.14285714285714285,-0.7142857142857143,-0.5714285714285714,-0.42857142857142855,-0.2857142857142857,-0.14285714285714285,0.16666666666666666,0.3333333333333333,0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.5,-1.4851181038061685,-1.4209465029420185,-1.6232270127922988,-2.399349612475514,-2.9238613676679743,-0.7797345262733117,-1.0695100488763856,-0.7406387249274137,-1.0542675137317978,-0.19999167214421118,-1.5870012801404343,-0.9317141529360204,1.2889931809292643,-0.16527364396559469,-0.9948094608817087,-0.7789588211621195,-0.8231718845080025,-0.25075930319109224,82000
0.125,0.25,-0.625,-0.5,-0.375,-0.25,-0.125,-0.8,-0.6,-0.4,-0.2,-0.5,0.25,0.5,-0.25,-0.6666666666666666,-0.3333333333333333,0.25,-0.5,-0.25,-0.8,-0.6,-0.4,-0.2,0.14285714285714285,-0.7142857142857143,-0.5714285714285714,-0.42857142857142855,-0.2857142857142857,-0.14285714285714285,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.5,-0.07721644605940212,0.3964704460866843,-1.6232270127922988,-0.693201392061831,-0.23295590797173565,-0.7797345262733117,-1.0695100488763856,1.269666385589852,0.19330283284372282,-0.19999167214421118,-0.27812760771629513,-0.9317141529360204,-0.7504069635350986,0.8717674615345723,-0.9948094608817087,-0.6310777404632952,-0.8231718845080025,-0.25075930319109224,127000
0.125,0.25,0.375,0.5,0.625,-0.25,-0.125,0.2,0.4,0.6,0.8,0.5,-0.75,-0.5,-0.25,0.3333333333333333,0.6666666666666666,0.25,-0.5,-0.25,-0.8,-0.6,-0.4,-0.2,0.14285714285714285,0.2857142857142857,0.42857142857142855,-0.42857142857142855,-0.2857142857142857,-0.14285714285714285,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,0.16666666666666666,0.3333333333333333,-0.5,-0.3333333333333333,-0.16666666666666666,0.16666666666666666,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,0.16666666666666666,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.5,-0.07721644605940212,-0.5122380284276672,-1.6232270127922988,-0.693201392061831,-0.23295590797173565,-0.7797345262733117,-1.0695100488763856,1.269666385589852,0.19330283284372282,-0.19999167214421118,1.0307460647078441,0.6573587270295246,-0.7504069635350986,-2.239355854965929,-0.26641914635509306,-0.746096358784603,-0.8231718845080025,-0.25075930319109224,129500
0.125,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,-0.8,-0.6,-0.4,-0.2,-0.5,-0.75,-0.5,-0.25,-0.6666666666666666,-0.3333333333333333,-0.75,-0.5,-0.25,-0.8,-0.6,-0.4,-0.2,-0.8571428571428571,-0.7142857142857143,-0.5714285714285714,-0.42857142857142855,-0.2857142857142857,-0.14285714285714285,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.5,1.3306852116873644,-0.5122380284276672,-0.008572929725493145,1.012946828351852,-0.23295590797173565,0.7285435821126466,-1.0695100488763856,-0.7406387249274137,-2.3018378603073186,-0.19999167214421118,-1.5870012801404343,0.6573587270295246,-0.2364781271300792,-0.16527364396559469,1.3707465449163283,0.3923532307222181,1.1410399009436043,-0.25075930319109224,187500
0.125,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,-0.8,-0.6,-0.4,-0.2,-0.5,-0.75,-0.5,-0.25,-0.6666666666666666,-0.3333333333333333,-0.75,-0.5,-0.25,-0.8,-0.6,-0.4,-0.2,-0.8571428571428571,-0.7142857142857143,-0.5714285714285714,-0.42857142857142855,-0.2857142857142857,-0.14285714285714285,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,0.16666666666666666,0.3333333333333333,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.5,1.3306852116873644,-0.5122380284276672,0.8937337637530158,1.012946828351852,-0.23295590797173565,0.7285435821126466,0.7888779249404453,-0.7406387249274137,0.19330283284372282,-0.19999167214421118,-0.27812760771629513,0.6573587270295246,0.7342763416349575,0.8717674615345723,2.5169908643281187,1.7021570883403752,1.1410399009436043,-0.25075930319109224,300000
-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,-0.8,-0.6,-0.4,-0.2,-0.5,-0.75,-0.5,-0.25,-0.6666666666666666,-0.3333333333333333,-0.75,-0.5,-0.25,0.2,0.4,0.6,-0.2,0.14285714285714285,0.2857142857142857,0.42857142857142855,-0.42857142857142855,-0.2857142857142857,-0.14285714285714285,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,0.16666666666666666,0.3333333333333333,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.5,-0.07721644605940212,-0.5122380284276672,-0.6259406673686835,-0.693201392061831,-0.23295590797173565,-0.7797345262733117,0.7888779249404453,1.269666385589852,1.4408731794192435,-0.19999167214421118,1.0307460647078441,0.6573587270295246,-0.7504069635350986,-0.16527364396559469,-0.04493369021377104,-0.5348376720719971,-0.8231718845080025,-0.25075930319109224,190000
0.125,0.25,-0.625,-0.5,-0.375,-0.25,-0.125,0.2,-0.6,-0.4,-0.2,0.5,-0.75,-0.5,-0.25,0.3333333333333333,0.6666666666666666,0.25,-0.5,-0.25,0.2,-0.6,-0.4,-0.2,0.14285714285714285,-0.7142857142857143,-0.5714285714285714,-0.42857142857142855,-0.2857142857142857,-0.14285714285714285,0.16666666666666666,0.3333333333333333,0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,0.16666666666666666,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.5,-1.4851181038061685,-0.5122380284276672,-1.6232270127922988,-2.399349612475514,-2.9238613676679743,-0.7797345262733117,0.7888779249404453,-0.7406387249274137,1.4408731794192435,-0.19999167214421118,0.37630922849577453,-0.9317141529360204,-0.7504069635350986,-2.239355854965929,-0.9948094608817087,-0.23907551067434865,-0.8231718845080025,-0.25075930319109224,96000
-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,-0.8,-0.6,-0.4,-0.2,-0.5,-0.75,-0.5,-0.25,-0.6666666666666666,-0.3333333333333333,0.25,0.5,-0.25,-0.8,-0.6,-0.4,-0.2,-0.8571428571428571,-0.7142857142857143,-0.5714285714285714,-0.42857142857142855,-0.2857142857142857,-0.14285714285714285,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.5,0.6267343828139811,-0.5122380284276672,1.0836930676432284,1.012946828351852,-0.23295590797173565,0.7285435821126466,0.7888779249404453,-0.7406387249274137,-1.0542675137317978,-0.19999167214421118,0.37630922849577453,-0.9317141529360204,-0.7504069635350986,0.8717674615345723,0.8592749760951311,0.09189643184206737,1.1410399009436043,-0.25075930319109224,241000
0.125,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,-0.8,-0.6,-0.4,-0.2,-0.5,-0.75,-0.5,-0.25,-0.6666666666666666,-0.3333333333333333,-0.75,-0.5,-0.25,-0.8,-0.6,-0.4,-0.2,0.14285714285714285,-0.7142857142857143,-0.5714285714285714,-0.42857142857142855,-0.2857142857142857,-0.14285714285714285,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,0.16666666666666666,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.5,-0.7811672749327854,-0.5122380284276672,-1.0533491011216614,-0.693201392061831,2.457949551724503,-0.7797345262733117,-1.0695100488763856,1.269666385589852,0.19330283284372282,-0.19999167214421118,1.0307460647078441,0.6573587270295246,-0.7504069635350986,-1.2023147494657618,-0.9948094608817087,0.2045677314221239,-0.8231718845080025,-0.25075930319109224,143900
-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,-0.8,-0.6,-0.4,-0.2,-0.5,-0.75,-0.5,-0.25,-0.6666666666666666,-0.3333333333333333,0.25,-0.5,-0.25,-0.8,-0.6,-0.4,-0.2,0.14285714285714285,0.2857142857142857,0.42857142857142855,-0.42857142857142855,-0.2857142857142857,-0.14285714285714285,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.5,-1.4851181038061685,-0.5122380284276672,-0.6734304933412366,-0.693201392061831,-0.23295590797173565,-0.7797345262733117,-1.0695100488763856,1.269666385589852,0.19330283284372282,-0.19999167214421118,-0.9325644439283648,-0.9317141529360204,-0.7504069635350986,-1.2023147494657618,-0.06320053195738523,-1.1897396008810754,-0.8231718845080025,-0.25075930319109224,87550
0.125,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,-0.8,-0.6,-0.4,-0.2,-0.5,-0.75,-0.5,-0.25,-0.6666666666666666,-0.3333333333333333,-0.75,-0.5,-0.25,-0.8,-0.6,-0.4,-0.2,-0.8571428571428571,-0.7142857142857143,-0.5714285714285714,-0.42857142857142855,-0.2857142857142857,-0.14285714285714285,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,0.16666666666666666,0.3333333333333333,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.8333333333333334,-0.6666666666666666,-0.5,-0.3333333333333333,-0.16666666666666666,-0.5,2.0346360405607475,-0.5122380284276672,0.9887134156981221,2.7190950487655345,-0.23295590797173565,2.236821690498605,0.7888779249404453,-0.7406387249274137,-1.0542675137317978,-0.19999167214421118,-0.27812760771629513,0.6573587270295246,0.8484827497249618,0.8717674615345723,0.04640051850429989,1.6411268010678446,1.1410399009436043,-0.25075930319109224,319900
